dataset,scene,image,rotation_matrix,translation_vector
imc2023_heritage,dioscuri,dioscuri_img_0339.png,0.381163491;0.824213897;-0.418790932;0.555265656;0.158089737;0.816509452;0.739184986;-0.543763815;-0.397399634,10.339844596;-8.309457169;18.581213027
imc2023_heritage,dioscuri,dioscuri_img_0132.png,-0.636387890;0.055214803;0.769390525;-0.556089244;0.658409432;-0.507209791;-0.534579467;-0.750631964;-0.388299431,-7.329651836;12.004875950;14.631663052
imc2023_heritage,dioscuri,dioscuri_archive_0028.png,0.281184528;0.116305952;0.952579754;0.240641332;0.952368378;-0.187313166;-0.928992471;0.281899625;0.239803233,-10.465569750;4.572759913;2.153621550
imc2023_heritage,dioscuri,dioscuri_img_0200.png,0.000899333;0.995489768;-0.094864711;-0.999215970;0.004649395;0.039317015;0.039580750;0.094754975;0.994713456,1.168028536;-2.096256796;39.558699899
imc2023_heritage,dioscuri,dioscuri_3dom_fbk_img_1520.png,-0.270710394;-0.912247674;0.307441156;-0.653246609;-0.060501761;-0.754724059;0.707095998;-0.405146540;-0.579544244,-6.194308919;7.176084081;19.342462292
imc2023_heritage,dioscuri,dioscuri_img_0370.png,0.155205084;0.923315437;-0.351283340;0.842728075;0.061803003;0.534780124;0.515481109;-0.379036927;-0.768511701,6.448299443;-3.357750853;24.412081835
imc2023_heritage,dioscuri,dioscuri_img_0112.png,-0.117359541;0.972592483;-0.200725187;0.133594313;-0.184822917;-0.973649346;-0.984062649;-0.141082784;-0.108242092,4.484257354;7.798315023;48.785829456
imc2023_heritage,dioscuri,dioscuri_img_0444.png,-0.930231845;-0.016367069;0.366607192;-0.227430997;0.809731165;-0.540934915;-0.287999749;-0.586572723;-0.756960095,-1.696014626;11.276814782;22.969734186
imc2023_heritage,dioscuri,dioscuri_img_0105.png,0.050606679;0.106293789;0.993046119;-0.064907080;0.992568123;-0.102934892;-0.996607262;-0.059246530;0.057129796,-7.056010438;0.820839735;48.770448858
imc2023_heritage,dioscuri,dioscuri_img_0283.png,0.300553071;-0.130514422;-0.944793013;0.271240720;0.961386645;-0.046520867;0.914383029;-0.242284348;0.324348534,6.397993121;6.471358375;22.108270152
imc2023_heritage,dioscuri,dioscuri_archive_0026.png,-0.769529782;0.085374936;0.632878373;-0.164560219;0.931045735;-0.325689688;-0.617044446;-0.354774518;-0.702418104,-6.567432671;7.976836079;8.140195398
imc2023_heritage,dioscuri,dioscuri_archive_0015.png,0.495886392;0.125174304;0.859318381;-0.517387209;0.837331500;0.176596815;-0.697428965;-0.532172296;0.479984880,-5.741301718;7.839027975;12.726047796
imc2023_heritage,dioscuri,dioscuri_img_0359.png,0.282994750;0.848292767;-0.447563798;0.780874640;0.067173806;0.621065597;0.556910018;-0.525249523;-0.643400475,10.296788762;-6.055988097;22.674687893
imc2023_heritage,dioscuri,dioscuri_archive_0116.png,-0.214274339;0.941522650;0.260041547;0.841133493;0.042517253;0.539153716;0.496569184;0.334256461;-0.801056592,4.792177760;-6.031570270;13.047963913
imc2023_heritage,dioscuri,dioscuri_img_0277.png,0.246750874;0.967958348;-0.046590164;-0.351895304;0.134292500;0.926355882;0.902930618;-0.212184264;0.373756788,5.901936945;-6.882307485;21.648627211
imc2023_heritage,dioscuri,dioscuri_img_0376.png,0.168977311;0.769533056;-0.615845389;0.936683213;0.069057653;0.343301032;0.306710329;-0.634862123;-0.709139520,13.806098340;-3.389651960;22.882339281
imc2023_heritage,dioscuri,dioscuri_img_0412.png,-0.054767466;0.844271166;-0.533110422;0.996062688;0.008919539;-0.088201838;-0.069711169;-0.535841991;-0.841435508,10.407132168;-2.013482702;24.666433790
imc2023_heritage,dioscuri,dioscuri_img_0230.png,0.062938947;0.997933593;0.012931852;-0.950188136;0.055954390;0.306613133;0.305255951;-0.031585600;0.951746371,4.740588527;-0.935259831;31.325363493
imc2023_heritage,dioscuri,dioscuri_img_0266.png,0.131800217;0.990083926;0.048605784;-0.570485978;0.035661156;0.820532773;0.810662970;-0.135875316;0.569529145,4.316139777;-5.014442713;22.123514222
imc2023_heritage,dioscuri,dioscuri_img_0237.png,0.122189578;0.990853521;-0.057262612;-0.791718235;0.132101250;0.596432306;0.598541514;-0.027541958;0.800618197,3.604188535;0.085110340;26.827175652
imc2023_heritage,dioscuri,dioscuri_3dom_fbk_img_1524.png,0.042184178;-0.892501748;0.449066949;-0.979134751;0.052497485;0.196313918;-0.198785400;-0.447978396;-0.871664913,-7.474326183;-0.166658165;23.551670588
imc2023_heritage,dioscuri,dioscuri_img_0081.png,0.513801417;0.231217355;0.826163809;-0.224479014;0.965679989;-0.130657305;-0.828020094;-0.118324529;0.548071190,-6.001613165;10.761077552;56.808825015
imc2023_heritage,dioscuri,dioscuri_img_0209.png,0.036619463;0.998807907;0.032276622;-0.979515409;0.029474950;0.199200379;0.198011561;-0.038910060;0.979427092,6.272912816;4.369022139;38.884388285
imc2023_heritage,dioscuri,dioscuri_img_0401.png,-0.968482030;-0.063200018;-0.240932181;0.123097440;0.719456153;-0.683542145;0.216540016;-0.691656418;-0.689000595,4.371960900;14.930690123;21.267452876
imc2023_heritage,dioscuri,dioscuri_img_0213.png,0.137040669;0.985087071;0.104035178;-0.941736743;0.096997039;0.322061300;0.307167318;-0.142109246;0.940985229,8.125648248;-0.010114161;29.962080074
imc2023_heritage,dioscuri,dioscuri_img_0338.png,0.317385020;0.817551066;-0.480496622;0.690376763;0.148164171;0.708115318;0.650112817;-0.556468897;-0.517393170,10.640080010;-4.473518890;19.586398924
imc2023_heritage,dioscuri,dioscuri_img_0216.png,0.953149400;-0.077284306;-0.292460866;0.061985156;0.996196738;-0.061236429;0.296081175;0.040239233;0.954314802,1.314292638;2.588789575;30.984419345
imc2023_heritage,dioscuri,dioscuri_archive_0071.png,0.148047772;0.121919332;0.981436464;0.252965462;0.954691544;-0.156756279;-0.956080714;0.271476947;0.110498576,-10.415010101;4.643383358;3.359081714
imc2023_heritage,dioscuri,dioscuri_archive_0072.png,-0.999434666;0.008168888;-0.032613160;0.009508382;0.999108532;-0.041130664;0.032248094;-0.041417510;-0.998621375,2.517267035;4.175683737;12.309229489
imc2023_heritage,dioscuri,dioscuri_img_0227.png,0.050891500;0.997940366;-0.039052280;-0.936650392;0.061261553;0.344866734;0.346548838;0.019027548;0.937838928,3.104628686;0.333936570;30.937692147
imc2023_heritage,cyprus,cyprus_dsc_6585.png,-0.408453724;0.902960880;0.133518557;-0.199681581;0.054340758;-0.978352875;-0.890669872;-0.426273072;0.158108971,1.245393427;-2.553846430;3.153191385
imc2023_heritage,cyprus,cyprus_dsc_6577.png,0.038825609;0.995228610;0.089513048;0.531942804;0.055246989;-0.844976108;-0.845889724;0.080422533;-0.527259699,-0.462324419;-0.612836846;2.819799809
imc2023_heritage,cyprus,cyprus_dsc_6573.png,0.001680268;-0.999137091;-0.041500004;-0.986412074;-0.008473711;0.164071376;-0.164281456;0.040660421;-0.985575128,-0.050292497;-1.622454305;4.186763725
imc2023_heritage,cyprus,cyprus_dsc_6569.png,0.059906323;-0.993485852;-0.096938613;-0.799525306;0.010386805;-0.600542587;0.597637446;0.113481173;-0.793694845,0.944416396;-2.355785583;8.751821143
imc2023_heritage,cyprus,cyprus_dsc_6565.png,-0.608018518;0.000868764;-0.793922369;-0.013651922;0.999840107;0.011549299;0.793805459;0.017860754;-0.607909439,2.233396759;-0.089294103;12.920198912
imc2023_heritage,cyprus,cyprus_dsc_6557.png,-0.071399364;-0.972759504;-0.220547224;-0.896048810;-0.034580360;0.442606743;-0.438176519;0.229222918;-0.869170980,1.530311972;-5.560582520;9.182934605
imc2023_heritage,cyprus,cyprus_dsc_6548.png,-0.556930771;-0.054580592;0.828763583;-0.003667645;0.997990288;0.063260835;-0.830550820;0.032192295;-0.556011682,-5.697839524;-0.759302769;7.383555331
imc2023_heritage,cyprus,cyprus_dsc_6540.png,-0.994597312;-0.001657890;-0.103795171;-0.003047716;0.999907796;0.013232923;0.103763662;0.013477768;-0.994510660,2.584162001;-0.278977650;5.851064677
imc2023_heritage,cyprus,cyprus_dsc_6589.png,-0.907678767;-0.379115775;-0.179973569;0.115202109;0.187284657;-0.975527002;0.403543964;-0.906198481;-0.126319370,-0.015418882;-2.721413691;-0.393116706
imc2023_heritage,cyprus,cyprus_dsc_6593.png,-0.541890118;-0.431843382;-0.721017610;0.455757719;0.569812508;-0.683811821;0.706144462;-0.699160210;-0.111959812,-0.039451691;-2.770248065;-1.878035029
imc2023_heritage,cyprus,cyprus_dsc_6597.png,-0.060118620;-0.998063882;-0.015944883;-0.152098664;0.024946610;-0.988050435;0.986535224;-0.056975033;-0.153303939,0.239422339;-1.433055049;-1.248719903
imc2023_heritage,cyprus,cyprus_dsc_6601.png,-0.100206958;-0.992225419;-0.073805719;0.334470384;0.036269160;-0.941708081;0.937063567;-0.119051529;0.328235594,0.073014296;-3.727167973;0.969293232
imc2023_heritage,cyprus,cyprus_dsc_6605.png,0.273479343;-0.961489100;-0.027345181;0.071969066;0.048803106;-0.996212181;0.959181684;0.270475446;0.082544114,-0.464479189;-0.579991877;0.501609785
imc2023_heritage,cyprus,cyprus_dsc_6480.png,-0.046106455;0.998149010;0.039657890;-0.168139212;-0.046888135;0.984647505;0.984684417;0.038730560;0.169989834,-0.178153799;2.254851469;9.328959477
imc2023_heritage,cyprus,cyprus_dsc_6625.png,0.073146436;-0.138049505;-0.987720574;0.974282861;0.221531931;0.041188719;0.213125563;-0.965332035;0.150703538,3.181275135;3.252852830;0.320707393
imc2023_heritage,cyprus,cyprus_dsc_6500.png,0.996678160;-0.014581919;0.080124978;0.004792143;0.992636083;0.121039836;-0.081299937;-0.120253790;0.989408584,-2.258217800;0.349925652;9.907984232
imc2023_heritage,cyprus,cyprus_dsc_6629.png,-0.525297206;-0.640429621;0.560279168;-0.826333174;0.226799688;-0.515495284;0.203067308;-0.733765495;-0.648345484,-3.896122152;-0.759658798;3.210049687
imc2023_heritage,cyprus,cyprus_dsc_6512.png,0.579551817;-0.057143922;0.812929433;-0.010738671;0.996916388;0.077732858;-0.814864634;-0.053780000;0.577151054,-0.907580719;-0.345257426;13.751711725
imc2023_heritage,cyprus,cyprus_dsc_6633.png,-0.229824588;0.450547622;-0.862663028;0.594421540;0.766833089;0.242136422;0.770612543;-0.457136582;-0.444052310,-0.046854163;2.455088342;4.458913065
imc2023_heritage,cyprus,cyprus_dsc_6508.png,-0.003919669;0.997791732;0.066304574;-0.990081670;0.005439564;-0.140387668;-0.140438322;-0.066197216;0.987873983,0.669732345;5.948813131;10.106058364
imc2023_heritage,cyprus,cyprus_dsc_6496.png,0.997047733;-0.002881563;0.076730137;0.005499821;0.999408959;-0.033933522;-0.076587005;0.034255343;0.996474286,0.569967281;-0.188188758;10.128801685
imc2023_heritage,cyprus,cyprus_dsc_6621.png,-0.044626947;0.906824406;0.419139514;-0.987306045;0.023982520;-0.157008316;-0.152430995;-0.420825778;0.894242952,-1.509686225;-1.957660564;-0.886468753
imc2023_heritage,cyprus,cyprus_dsc_6492.png,0.714387988;0.018204017;-0.699512985;-0.099295048;0.992183064;-0.075586120;0.692668966;0.123455992;0.710611231,-4.803729440;-0.395093462;9.814858836
imc2023_heritage,cyprus,cyprus_dsc_6617.png,0.013870404;0.987852030;0.154777190;-0.987141191;-0.011124360;0.159463216;0.159247859;-0.154998759;0.974995130,-0.266253612;-3.258140120;0.582274180
imc2023_heritage,cyprus,cyprus_dsc_6488.png,0.866766644;0.014582303;-0.498500693;-0.070071494;0.993217680;-0.092782684;0.493766716;0.115351624;0.861909759,-0.965023545;-0.559613224;11.528844379
imc2023_heritage,cyprus,cyprus_dsc_6613.png,-0.150346123;-0.928257616;-0.340196769;0.708757599;-0.341103381;0.617503967;-0.689245028;-0.148277718;0.709193210,0.261095714;-0.475401828;-0.586671399
imc2023_heritage,cyprus,cyprus_dsc_6609.png,0.244110709;-0.030721416;0.969260623;-0.031803587;0.998706792;0.039664547;-0.969225719;-0.040508505;0.242817972,-3.728257315;-0.324629021;3.362504331
imc2023_heritage,cyprus,cyprus_dsc_6520.png,-0.192763266;-0.974737502;-0.112823427;-0.190021761;-0.075721526;0.978855444;-0.962670273;0.210126279;-0.170625008,2.543922796;3.874707296;11.538967282
imc2023_heritage,cyprus,cyprus_dsc_6524.png,-0.398431682;-0.062122748;0.915091776;-0.033187481;0.998026739;0.053303091;-0.916597396;-0.009131951;-0.399707169,4.062897648;-0.257959740;11.524619860
imc2023_heritage,cyprus,cyprus_dsc_6528.png,-0.152688209;-0.066973125;0.986002491;-0.018870274;0.997716807;0.064846636;-0.988094238;-0.008704820;-0.153603393,-1.931534971;-0.518582254;11.477193660
imc2023_heritage,wall,wall_dsc_5063_acr.png,0.999816874;-0.009208347;0.016775707;0.009332603;0.999929483;-0.007343763;-0.016706900;0.007498980;0.999832308,-30.418054341;0.204327655;-0.025149486
imc2023_heritage,wall,wall_dsc_5060_acr.png,0.999924823;-0.010114128;-0.006931992;0.010101640;0.999947295;-0.001834174;0.006950178;0.001764012;0.999974291,-29.161108662;0.126412882;-0.476569661
imc2023_heritage,wall,wall_dsc_5057_acr.png,0.998176169;-0.008441133;0.059775275;0.008429128;0.999964372;0.000452988;-0.059776969;0.000051691;0.998211757,-27.912817991;0.085584562;1.306605736
imc2023_heritage,wall,wall_dsc_5054_acr.png,0.998539040;-0.000881664;0.054027848;0.001132375;0.999988733;-0.004609971;-0.054023175;0.004664415;0.998528788,-26.397828666;0.254338058;1.085182624
imc2023_heritage,wall,wall_dsc_5051_acr.png,0.999632749;-0.023470477;0.013546345;0.023370528;0.999698813;0.007490069;-0.013718061;-0.007170733;0.999880191,-24.878330445;-0.307958688;0.100097509
imc2023_heritage,wall,wall_dsc_5048_acr.png,0.999969023;-0.002173709;-0.007564908;0.002177498;0.999997508;0.000492706;0.007563818;-0.000509163;0.999971264,-23.465387302;0.181121866;-0.530230716
imc2023_heritage,wall,wall_dsc_5045_acr.png,0.999982339;-0.005548995;-0.002128650;0.005544269;0.999982167;-0.002219689;0.002140929;0.002207848;0.999995271,-22.076647087;0.101952894;-0.253195286
imc2023_heritage,wall,wall_dsc_5042_acr.png,0.999996655;-0.002210395;0.001342868;0.002210202;0.999997547;0.000145358;-0.001343186;-0.000142389;0.999999088,-20.727035805;0.145373052;-0.235251950
imc2023_heritage,wall,wall_dsc_5039_acr.png,0.999777653;-0.005700492;0.020301467;0.005634704;0.999978692;0.003296299;-0.020319825;-0.003181173;0.999788470,-19.230703984;0.036014995;-0.003511368
imc2023_heritage,wall,wall_dsc_5033_acr.png,0.998160079;-0.001758870;0.060608275;0.002010761;0.999989593;-0.004095312;-0.060600441;0.004209646;0.998153227,-17.681820194;0.090166016;0.673224936
imc2023_heritage,wall,wall_dsc_4970_acr.png,0.999802912;-0.006127784;-0.018883518;0.005112346;0.998562224;-0.053360546;0.019183350;0.053253490;0.998396747,11.408908217;-0.231559837;-0.248296655
imc2023_heritage,wall,wall_dsc_4973_acr.png,0.999686234;0.002674107;-0.024905474;-0.003569591;0.999346116;-0.035980531;0.024792973;0.036058144;0.999042101,9.700813726;-0.324660782;-0.227619476
imc2023_heritage,wall,wall_dsc_4976_acr.png,0.999648879;0.001489099;0.026455665;-0.000260785;0.998924203;-0.046372062;-0.026496257;0.046348881;0.998573848,7.786968426;-0.248974026;-0.820598487
imc2023_heritage,wall,wall_dsc_4979_acr.png,0.999973099;-0.007308337;0.000623588;0.007324842;0.999436493;-0.032757342;-0.000383835;0.032761029;0.999463140,6.585062384;-0.201254350;-0.475515512
imc2023_heritage,wall,wall_dsc_4982_acr.png,0.999204786;-0.012037795;0.038011669;0.013140008;0.999496480;-0.028881268;-0.037644863;0.029357775;0.998859843,5.162588366;-0.163444399;-0.413333161
imc2023_heritage,wall,wall_dsc_4985_acr.png,0.999811825;-0.014825401;0.012510895;0.015223183;0.999361554;-0.032322414;-0.012023715;0.032506787;0.999399189,3.618296394;-0.149598458;-0.294600433
imc2023_heritage,wall,wall_dsc_4991_acr.png,0.999869797;-0.004038655;0.015623009;0.004505624;0.999540614;-0.029970997;-0.015494790;0.030037486;0.999428667,2.079715692;-0.137623969;-0.392331031
imc2023_heritage,wall,wall_dsc_4943_acr.png,0.998542967;0.006715136;0.053542974;-0.003690145;0.998401634;-0.056396461;-0.053836102;0.056116708;0.996971709,25.079986967;-0.256137471;-1.831954405
imc2023_heritage,wall,wall_dsc_4946_acr.png,0.999983326;-0.005503193;-0.001750057;0.005422748;0.999057912;-0.043056743;0.001985358;0.043046535;0.999071096,23.098300910;-0.178838395;-0.660268336
imc2023_heritage,wall,wall_dsc_4961_acr.png,0.999997722;-0.002133294;-0.000070990;0.002128834;0.999219585;-0.039442218;0.000155076;0.039441977;0.999221850,16.337961642;-0.332176128;0.019474236
imc2023_heritage,wall,wall_dsc_4952_acr.png,0.999801957;0.000566279;0.019892850;0.000202233;0.999254362;-0.038609302;-0.019899881;0.038605679;0.999056353,21.474320666;-0.338434166;-0.837659738
imc2023_heritage,wall,wall_dsc_4964_acr.png,0.999782934;-0.005435421;0.020113217;0.006146284;0.999352490;-0.035451709;-0.019907499;0.035567635;0.999168972,14.638263027;-0.254009479;-0.216647309
imc2023_heritage,wall,wall_dsc_4955_acr.png,0.999941908;-0.006725545;-0.008423031;0.006397770;0.999243716;-0.038354451;0.008674615;0.038298334;0.999228697,19.777265198;-0.267038117;-0.103409216
imc2023_heritage,wall,wall_dsc_4967_acr.png,0.999907923;-0.005396739;-0.012450731;0.004892148;0.999179376;-0.040207474;0.012657503;0.040142861;0.999113776,13.015837575;-0.251670553;-0.101517034
imc2023_heritage,wall,wall_dsc_4958_acr.png,0.999849659;-0.012965091;0.011513712;0.013325934;0.999404228;-0.031837216;-0.011094080;0.031985860;0.999426749,18.039992444;-0.169149450;-0.274688212
imc2023_heritage,wall,wall_dsc_4940_acr.png,0.999442977;0.002213035;0.033299237;-0.000526479;0.998720267;-0.050572232;-0.033368541;0.050526531;0.998165122,26.802489198;-0.066312397;-1.449149066
imc2023_heritage,wall,wall_dsc_4937_acr.png,0.999592232;0.006066420;0.027902824;-0.004078516;0.997485267;-0.070756678;-0.028261896;0.070614023;0.997103267,28.660361985;-0.005810724;-1.557497338
imc2023_heritage,wall,wall_dsc_4934_acr.png,0.999060388;0.007670405;0.042655675;-0.003755183;0.995832836;-0.091120036;-0.043176849;0.090874239;0.994925943,30.100410335;0.150590416;-1.947983349
imc2023_heritage,wall,wall_dsc_4931_acr.png,0.997092934;0.008032328;-0.075770454;-0.015525075;0.994983857;-0.098823562;0.074596595;0.099712618;0.992216076,31.900548513;-0.099340844;1.670121288
imc2023_heritage,wall,wall_dsc_4928_acr.png,0.990295915;-0.003371337;-0.138933921;-0.009599716;0.995658465;-0.092585450;0.138642871;0.093020719;0.985964147,33.529659570;0.153561105;3.896122177
imc2023_heritage,wall,wall_dsc_4994_acr.png,0.999054721;-0.009574864;-0.042402681;0.008013307;0.999288868;-0.036844891;0.042725312;0.036470276;0.998420987,0.724823300;-0.095253814;-0.148314200
imc2023_heritage,wall,wall_dsc_4997_acr.png,0.999634867;-0.009245701;0.025389937;0.010085818;0.999399086;-0.033162368;-0.025068070;0.033406337;0.999127424,-0.413468946;-0.064916712;-0.076781330
imc2023_heritage,wall,wall_dsc_5000_acr.png,0.999984093;-0.003444422;0.004466529;0.003577196;0.999541475;-0.030067327;-0.004360917;0.030082826;0.999537896,-2.052760782;-0.021157143;-0.143906883
imc2023_heritage,wall,wall_dsc_5003_acr.png,0.999483245;-0.014687991;-0.028592074;0.013771099;0.999392833;-0.032005018;0.029044803;0.031594735;0.999078662,-3.799507402;-0.032128792;-0.505852614
imc2023_heritage,wall,wall_dsc_5006_acr.png,0.999731583;0.003836132;-0.022848333;-0.004181183;0.999877650;-0.015073214;0.022787714;0.015164701;0.999625306,-4.989856157;-0.074046969;-0.627420764
imc2023_heritage,wall,wall_dsc_5009_acr.png,0.998655412;-0.004537867;0.051640828;0.005063977;0.999936558;-0.010061591;-0.051591893;0.010309570;0.998615036,-5.906706634;-0.205168798;-0.154735491
imc2023_heritage,wall,wall_dsc_5012_acr.png,0.999895988;-0.007398897;0.012380190;0.007541032;0.999905738;-0.011473811;-0.012294129;0.011565977;0.999857531,-7.470982866;-0.160492886;-0.538636958
imc2023_heritage,wall,wall_dsc_5015_acr.png,0.999632620;-0.005205209;0.026599457;0.005374366;0.999965763;-0.006291902;-0.026565795;0.006432546;0.999626371,-8.916369335;-0.030133320;-0.161258880
imc2023_heritage,wall,wall_dsc_5018_acr.png,0.998207369;0.000048731;0.059850203;0.000249132;0.999987622;-0.004969332;-0.059849704;0.004975334;0.998195000,-10.429285604;-0.005153052;0.160231681
imc2023_heritage,wall,wall_dsc_5021_acr.png,0.999465639;0.003504513;0.032498543;-0.002558475;0.999573051;-0.029106192;-0.032586671;0.029007492;0.999047884,-11.791749834;0.154629247;0.152396566
imc2023_heritage,wall,wall_dsc_5024_acr.png,0.999944959;-0.010475866;-0.000579460;0.010467050;0.999853317;-0.013556732;0.000721393;0.013549920;0.999907935,-13.327936156;-0.052315123;-0.356614349
